Tape_nr,Programtittel,Tid,Dato,Format,Innhold,Personer,Produsent,Rettigheter,Oppdragsgiver,Generasjon,Merknader,Column,Column 14,Column 15
5461,Jakten på Superformelen 5,00:25:15,Wed Mar 25 00:00:00 CET 1998,BetacamSP,Jakten på Superformelen 5 Blind urmaker. Med NRK undertekster,,Bjørn Vassnes,Univisjon,,Dub,NRK,,,
5462,Jakten på Superformelen 6,00:24:50,Wed Mar 25 00:00:00 CET 1998,BetacamSP,Jakten på Superformelen 6 Ved veis ende. Med NRK undertekster,,Bjørn Vassnes,Univisjon,,Dub,NRK,,,
5463,"Genes, genrations and society - human heredity. International versjon.",00:32:00,Thu Jan 15 00:00:00 CET 1998,BetacamSP,Om gener og arvelighet. Internasjonal versjon uten kommentar,,Audiovisuelle dienst,Audiovisuelle dienst,Med.genetikk Haukela,Dub,,,,
5464,Familiebarnehager,00:00:44,Thu Apr 02 00:00:00 CEST 1998,BetacamSP,Informasjons-spot for Statens informasjonstjeneste om familiebarnehager,,AG Visuell,AG Visuell,AG Visuell,Master,,,,
5517,Reform-94,,Thu Mar 20 00:00:00 CET 1997,BetacamSP,"Elevvurdering. Reportasjer fra Numedal v.g.skole, Lena v.g.skole, Buskerud fylkeskommune, KUF, Rogaland fylkeskommune, Godalen v.g.skole, Eksamenssekretariatet","Ola Grøvdal, Ida Marie Ringerud, Rita Wentzel Larsen, Arne Kittang, Johan Sverre Kvale, Kåre Magnus Kalvik, Henning Berntsen, Ivar Walde, Oddvar Husebø, Johannes Anda, Bente Greane, Steinar Lentz, Anne Dorthe Magnus Ask, Martin Grindvoll, Georg Matthiesen",Karl Olav Kalvenes,Univisjon,SEVU,Master,Nornett,,,
5518,Reform-94,,Tue Apr 01 00:00:00 CEST 1997,BetacamSP,"Reportasjer fra Barduforr v.g.skole, Tjæremile, Finnfjordbotn v.g.skole, Eidsvoll v.g.skole, Høgskolen i Lillehammer, Romsdal v.g.skole,","Ellen Kjellsen, Per Inge Nysted, Trygve Glad, Stein Dahl, Jon Nygaard, Lars Monsen, Siv HennumMoresen, Ingvald Grønseth, Kjersti Hasselø, Rigmor Stranden",Karl Olav Kalvenes,Univisjon,SEVU,Master,Nornett,,,
5522,Reform-94,,Thu Apr 10 00:00:00 CEST 1997,BetacamSP,"Reportasjer fra Finnfjordbotnen v.g.skole, Brundalen v.g.skole, Bardifoss v.g.skole, Tjæremile","Trygve Glad, Stein Dahl, Ellen Kjellsen, Per Inge Nysted",Karl Olav Kalvenes,Univisjon,SEVU,Master,Nornett,,,
5523,Reform-94,,Thu Apr 24 00:00:00 CEST 1997,BetacamSP,"Reportasjer fra Eidsvoll v.g.skole, Høgskolen på Lillehammer, Romsdal v.g.skole,","Jon Nygaard, Lars Monsen, Siv Heenum Mohseni, Linn Andersen, Morten Magnus Enge, Lene Jørgensen, Jorunn Stuvsmo, Solveig Damrud, Christian Sommerfeldt, Ingvald Grønseth, Kjersti Hasselø, Målfrid Stranden,",Karl Olav Kalvenes,Univisjon,SEVU,Master,Nornett,,,
5533,Pakkereiseloven,,Mon May 12 00:00:00 CEST 1997,BetacamSP,"Reportasjer til Pakkereiseloven, lyd og super",,May-Britt Skjelvik,Univisjon,Nornet,Master,Nornett,,,
5535,Tyskundervisning,00:57:27,Wed Jul 29 00:00:00 CEST 1998,BetacamSP,Tyskundervisning i skoleklasse,,Turid Trebbi,Univisjon,,Master,,,,
5545,Pakkereiseloven,,Fri May 09 00:00:00 CEST 1997,BetacamSP,"Innslag til Pakkereiseloven, ikke lydmikset, uten kommetarer, uten musikk",,May-Britt Skjelvik,Univisjon,Nornet,Master,Nornett,,,
5565,Pakkereiseloven,,Wed Apr 30 00:00:00 CEST 1997,BetacamSP,"Programvignett til Pakkereiseloven, minivignett animert bakgrunn",,May-Britt Skjelvik,Univisjon,Nornet,Master,Nornett,,,
5660,Torvalmenningen Natt,00:10:00,Mon Oct 06 00:00:00 CEST 1997,BetacamSP,Visningsprogram for utstillingen på Galleriet om Torvalmenningen i Bergen,,Svein Rønning,Univisjon,,Master,,,,
5660,Torvalmenningen Enquete,00:21:16,Mon Oct 06 00:00:00 CEST 1997,BetacamSP,Visningsprogram for utstillingen på Galleriet om Torvalmenningen i Bergen,,Svein Rønning,Univisjon,,Master,,,,
5661,Torvalmenningen Vann,00:11:00,Tue Oct 07 00:00:00 CEST 1997,BetacamSP,Visningsprogram for utstillingen på Galleriet om Torvalmenningen i Bergen,,Svein Rønning,Univisjon,,Master,,,,
5661,Torvalmenningen Kafe,00:15:00,Tue Oct 07 00:00:00 CEST 1997,BetacamSP,Visningsprogram for utstillingen på Galleriet om Torvalmenningen i Bergen,,Svein Rønning,,,,,,,
5682,Pakkereiseloven,,Mon May 12 00:00:00 CEST 1997,BetacamSP,Forelesning om pakkereiseloven med illustrerende reportasjer,,May-Britt Skjelvik,Univisjon,Nornet,Master,Nornett,,,
5683,Pakkereiseloven,,Mon May 12 00:00:00 CEST 1997,BetacamSP,Forelesning om pakkereiseloven med illustrerende reportasjer,,May-Britt Skjelvik,Univisjon,Nornet,Master,Nornett,,,
5684,Pakkereiseloven,,Mon May 12 00:00:00 CEST 1997,BetacamSP,Forelesning om pakkereiseloven med illustrerende reportasjer,,May-Britt Skjelvik,Univisjon,Nornet,Master,Nornett,,,
5689,Pakkereiseloven,,Mon May 12 00:00:00 CEST 1997,BetacamSP,Forelesning om pakkereiseloven med illustrerende reportasjer,,May-Britt Skjelvik,Univisjon,Nornet,Master,Nornett,,,
5690,Pakkereiseloven,,Wed May 14 00:00:00 CEST 1997,BetacamSP,Forelesning om pakkereiseloven med illustrerende reportasjer,,May-Britt Skjelvik,Univisjon,Nornet,Master,Nornett,,,
5691,Pakkereiseloven,,Wed May 14 00:00:00 CEST 1997,BetacamSP,Forelesning om pakkereiseloven med illustrerende reportasjer,,May-Britt Skjelvik,Univisjon,Nornet,Master,Nornett,,,
5696,Skolen som lærende organisasjon,,Mon Sep 01 00:00:00 CEST 1997,BetacamSP,Diverse reportasjer i samdand med sending 13.11.97,"Kristin Hille Valla, Karin Hjertaker, Bjørn Johannessen, Sissel Aas, Signe Berte Elgan.",Karl Olav Kalvenes,Univisjon,SEVU,Master,Nornett,,,
5704,Det magiske landet bortenfor,00:29:00,Sat Nov 01 00:00:00 CET 1997,BetacamSP,"Best lyd. Et program om magisk tenkning og nye religiøse strømninger som er blitt endel av hverdagen vår. Stadig flere prøver å påvirke sine liv ved hjelp av indre tankekraft og ytre ""energier"". Kroppen er blitt et tempel og mange er blitt sin egen Gud.","Tine Kommisar, Torunn Selberg, Lisbeth Mikaelson, Ingvild S. Giilhus, Bente Alver, Dave Lee, Julie Foreman, Kjersti Kavite Fossen, Anne-Gro Austefjord, Tone Stoltz, Bente Bakke, Gisela Petersen, June Trønnes Hanssen",May-Britt Skjelvik,Univisjon,KULT,Master,NRK,,,
5714,Det magiske landet bortenfor,00:29:00,Sat Nov 01 00:00:00 CET 1997,BetacamSP,"Et program om magisk tenkning og nye religiøse strømninger som er blitt endel av hverdagen vår. Stadig flere prøver å påvirke sine liv ved hjelp av indre tankekraft og ytre ""energier"". Kroppen er blitt et tempel og mange er blitt sin egen Gud.","Tine Kommisar, Torunn Selberg, Lisbeth Mikaelson, Ingvild S. Giilhus, Bente Alver, Dave Lee, Julie Foreman, Kjersti Kavite Fossen, Anne-Gro Austefjord, Tone Stoltz, Bente Bakke, Gisela Petersen, June Trønnes Hanssen",May-Britt Skjelvik,Univisjon,KULT,Master,NRK,,,
5716,One World-One Ocean. UNESCO IOC,00:16:50,Thu Oct 22 00:00:00 CEST 1998,BetacamSP,"One World, One Ocean. Informasjonsvideo om IOC, FN, i Paris. The Role of Unesco's IOC. Engelsk versjon",Patricio Bernal,Arnt Øivind Siem,Univisjon,IOC,Dub,,,,
5731,NB-Steel,,Tue Aug 15 00:00:00 CEST 1995,BetacamSP,AV-serie for NB-Steel. Norsk og engelsk versjon,,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
5745,Terra Nova,00:25:00,Thu Jan 08 00:00:00 CET 1998,BetacamSP,Terra Nova. Pilot for visning TV2.,,Univisjon,Univisjon,Univisjon,Dub,TV2,,,
5757,Mission Possible. Sustainability in the Baltic Region. A TV series in ten parts.,00:49:00,Wed Jan 01 00:00:00 CET 1997,VHS,Program 1:10   What have we dane to the Earth? - on the enviromental situation,,Peter Ocskay,Uppsala Universitet,,Kopi,TV,,,
5758,Mission Possible. Sustainability in the Baltic Region. A TV series in ten parts.,00:48:00,Wed Jan 01 00:00:00 CET 1997,VHS,Program 2:10  Oil addiction? - on energy,,Peter Ocskay,Uppsala Universitet,,Kopi,TV,,,
5759,Mission Possible. Sustainability in the Baltic Region. A TV series in ten parts.,00:40:00,Wed Jan 01 00:00:00 CET 1997,VHS,Program 3:10  Do not waste - on the material flows,,Peter Ocskay,Uppsala Universitet,,Kopi,TV,,,
5760,Mission Possible. Sustainability in the Baltic Region. A TV series in ten parts.,00:43:00,Wed Jan 01 00:00:00 CET 1997,VHS,Program 4:10  The countryside and the food on our table - on agriculture,,Peter Ocskay,Uppsala Universitet,,Kopi,TV,,,
5761,Mission Possible. Sustainability in the Baltic Region. A TV series in ten parts.,00:50:00,Wed Jan 01 00:00:00 CET 1997,VHS,Program 5:10  Chimneys without smoke - on sustainable inustrial production,,Peter Ocskay,Uppsala Universitet,,Kopi,TV,,,
5762,Mission Possible. Sustainability in the Baltic Region. A TV series in ten parts.,00:48:00,Wed Jan 01 00:00:00 CET 1997,VHS,Program 6:10  Transport society - on mobility,,Peter Ocskay,Uppsala Universitet,,Kopi,TV,,,
5763,Mission Possible. Sustainability in the Baltic Region. A TV series in ten parts.,00:43:00,Wed Jan 01 00:00:00 CET 1997,VHS,Program 7:10  A sustainable living - housing and community development,,Peter Ocskay,Uppsala Universitet,,Kopi,TV,,,
5764,Mission Possible. Sustainability in the Baltic Region. A TV series in ten parts.,00:46:00,Wed Jan 01 00:00:00 CET 1997,VHS,Program 8:10  Money decides ... - on ecological economies,,Peter Ocskay,Uppsala Universitet,,Kopi,TV,,,
5765,Mission Possible. Sustainability in the Baltic Region. A TV series in ten parts.,00:44:00,Wed Jan 01 00:00:00 CET 1997,VHS,Program 9:10  Can we choose our future? - on the etics of sustainability,,Peter Ocskay,Uppsala Universitet,,Kopi,TV,,,
5766,Mission Possible. Sustainability in the Baltic Region. A TV series in ten parts.,00:45:00,Wed Jan 01 00:00:00 CET 1997,VHS,Program 10:10  From intention  to action - Agenda 21 and implementing sustainability,,Peter Ocskay,Uppsala Universitet,,Kopi,TV,,,
5780,"Gener, generasjoner og samfunn. Norsk kommentar",00:32:00,Thu Jan 15 00:00:00 CET 1998,BetacamSP,Om gener og arvelighet,Cathrine Bjorvatn er kontaktperson på Haukeland sykehus.,,Audiovisuelle dienst,Med.genetikk Haukela,Master,,,,
5783,Takras FotoKnudsen,00:00:30,Fri Feb 20 00:00:00 CET 1998,BetacamSP,Reklame for Fotoknudsen med takras og duplobilder på slutten,,Tato Sævig,AG Visuell,AG Visuell,Master,,,,
5799,Showreel,00:11:22,Sun Mar 01 00:00:00 CET 1998,BetacamSP,"Showreel med utdrag fra Jakten på Superformelen, Skape seg et jeg, Havserien, I elvegudinnens rike, Det magiske landet bortenfor.",,May-Britt Skjelvik,Univisjon,UMS,Master,,,,
5817,Takras FotoKnudsen,00:00:30,Mon Mar 23 00:00:00 CET 1998,BetacamSP,Reklame for Fotoknudsen med takras og champagneflaske som spruter. Tilbud på Olympic kamera.,,Tato Sævig,AG Visuell,AG Visuell,Master,,,,
5818,Showreel,00:11:22,Wed Apr 01 00:00:00 CEST 1998,BetacamSP,"Showreel med utdrag fra Jakten på Superformelen, Skape seg et jeg, Havserien, I elvegudinnens rike, Det magiske landet bortenfor.",,May-Britt Skjelvik,Univisjon,UMS,Master,,,,
5824,Eit annleis Africa. An Unususal Tale from Africa.,00:15:00,Wed Apr 01 00:00:00 CEST 1998,BetacamSP,"Ei annleis afrikansk forteljing. An unusual tale from Africa. To versjoner, en norsk og en engelsk på samme tape. Om NUFU-avtalen og samarbeid mellom UiB og Makere Univ. i Uganda",,Arnt Øivind Siem,Univisjon,UiB,Master,,,,
5835,På jakt etter superformelen,,Wed Apr 29 00:00:00 CEST 1998,BetacamSP,"På jakt etter superformelen, 1-3. Med NRK tekster",,Bjørn Vassnes,Univisjon,,Master,,,,
5836,På jakt etter superformelen,,Wed Apr 29 00:00:00 CEST 1998,BetacamSP,"På jakt etter superformelen, 4-6. Med NRK tekster",,Bjørn Vassnes,Univisjon,,Master,,,,
5845,Prisme 5,00:29:11,Tue Dec 01 00:00:00 CET 1998,BetacamSP,"Prisme 5 med VB-innslag, intervju med Sigrun Ellertsen om formriktighet, opptak fra Sigrun sin undervisning.","Jon Erik Hagen, Kari Tenfjord, Sigrun Ellertsen.",Ruth Bjørø Birkeland,Univisjon,SEVU,Master,,,,
5856,Takras FotoKnudsen,00:00:30,Mon Apr 27 00:00:00 CEST 1998,BetacamSP,Reklame for Fotoknudsen med takras og duplobilder på slutten og jubileumslogo,,Tato Sævig,AG Visuell,AG Visuell,Master,,,,
5884,Lerøy Quality Group Fransk 2,,Fri May 15 00:00:00 CEST 1998,BetacamSP,"Reklame for Lerøy Quality Group, fransk versjon uten correfour clips.",,Tato Sævig,AG Visuell,AG Visuell,Master,,,,
5888,SISU,,Wed May 27 00:00:00 CEST 1998,BetacamSP,SISU. Sending 27.5.98. Reportasjer til sendingen.,,Karl Olav Kalvenes,Univisjon,SEVU,Master,Nornett,,,
5897,FotoKnudsen:Kaviar og Hai,2 x 30 sek,Sun May 24 00:00:00 CEST 1998,BetacamSP,"2 reklamespots for FotoKnudsen: Kaviar med champagne og jubileumslogo, Hai med shampagne og jubiøeumslogo",,Nils Arne Sæbø,AG Visuell,AG Visuell,Master,,,,
5928,Prisme,00:01:30,Sat Aug 15 00:00:00 CEST 1998,BetacamSP,1: Trailer for Prisme - som andrespråk. 2: Trailer for Prisme.,"Kari Tennfjord, Christian Bjørnstad",May-Britt Skjelvik,Univisjon,SEVU,Master,NRK,,,
5968,SISU 1,,Thu Oct 01 00:00:00 CEST 1998,BetacamSP,"VB-innslag til SISU 1, Ungdomskultur","Per Sundnes, Viggo Vestel, Einar Søvik, ""Ares""",Ruth Bjørø Birkeland,Univisjon,SEVU,Master,,,,
5980,Prisme 1,,Wed Sep 01 00:00:00 CEST 1999,BetacamSP,"VB-innslag til Prisme 1, J.Hagen underviser, intervju m/E.Gjære om behov for Prisme studiet, intervju med F.Bulnes om å beherske det norske språket. intervju med Nho Thran og sønnen Ihuj om kulturforskjeller ved innlæring av et nytt språk.","Jon Erik Hagen, Elin Gjære, Florentino Bulnes, Nho Thran,",Ruth Bjørø Birkeland,Univisjon,SEVU,Master,NRK,,,
5981,SISU vignett,,Tue Sep 01 00:00:00 CEST 1998,BetacamSP,Vignett til SISU-serien,,Ruth Bjørø Birkeland,Univisjon,SEVU,Master,,,,
5991,"Prisme, vignett",,Fri Jan 01 00:00:00 CET 1999,BetacamSP,Vignett til Prismeprogrammene,,Ruth Bjørø Birkeland,Univisjon,SEVU,Master,NRK,,,
5993,SISU 2,,Tue Sep 01 00:00:00 CEST 1998,BetacamSP,VB-innslag til SISU 2,,Ruth Bjørø Birkeland,Univisjon,SEVU,Master,,,,
6005,"SISU 2, Ungdom og identitet",,Thu Oct 01 00:00:00 CEST 1998,BetacamSP,"VB-innslag til SISU 2, Ungdom og identitet",,Ruth Bjørø Birkeland,Univisjon,SEVU,Master,,,,
6033,Doktorpromosjon 1998,01:19:15,Tue Dec 15 00:00:00 CET 1998,BetacamSP,Doktorpromosjon i Håkonshallen 28.8.1998,,Victor Dahl,Univisjon,UMS,Master,,,,
6035,Prisme 4,00:27:59,Tue Dec 01 00:00:00 CET 1998,BetacamSP,"Prisme 4 med vb-innslag, enquete: Hva er grammatikk? Vigdis Alver: Undervisning og intervju. Mannskor Ugrammatisk.","Jon Erik Hagen, Kari Tenfjord.",Ruth Bjørø Birkeland,Univisjon,SEVU,Master,,,,
6039,SISU 3,,Sun Nov 01 00:00:00 CET 1998,BetacamSP,"SISU 3 Elevrådsarbeid og demokrati, opptak studio B",Eva Søfteland,Ruth Bjørø Birkeland,Univisjon,SEVU,Master,,,,
6045,Prisme 2,,Fri Nov 13 00:00:00 CET 1998,BetacamSP,Prisme 2. Dub av master sendt til NRK.,"Kari Tenfjord, Lars Kulbrandstad",Ruth Bjørø Birkeland,Univisjon,SEVU,Dub,NRK,,,
6059,SISU 4,,Sun Nov 01 00:00:00 CET 1998,BetacamSP,VB-innslag til SISU 4,,Ruth Bjørø Birkeland,Univisjon,SEVU,Master,,,,
6080,Prisme 3,00:27:00,Tue Dec 01 00:00:00 CET 1998,BetacamSP,"Prisme 3. Dub av master sendt til NRK. Det er feil på en plakat, dette er rettet på originalen som er sendt til NRK.","Kari Tebfjrod, Thoe Ola Engen.",Ruth Bjørø Birkeland,Univisjon,SEVU,Dub,NRK,,,
6081,Vårt indre liv 1: Intelligens - framtidas kapital.,00:28:00,Mon Feb 01 00:00:00 CET 1999,BetacamSP,"Reportasjer fra Mind spot olympiad, Tidenes yngste NHH-student, Intelligenstest av E.Solheim, Fotballintelligens, Om fremtidens arbeidstakere, Kunstig intelligens - robot","Tore Vamraak, Erik Solheim, Christine Hope, Egil Drillo Olsen, Margaret Boden, Aril K. Seth, Tony Buzan, David Levy, Frode Thuen, Kjell Raaheim, Randi Vamraak, Agnar Aamodt, Bjørn Ivar Danielsen",Arnt Brandseth/May-Britt Skjelvik,Univisjon,Univisjon/NRK2,Master,NRK,,,
6087,Prisme 5,00:28:00,Tue Jan 05 00:00:00 CET 1999,BetacamSP,Dub av Prisme 5 som er sendt til NRK,,Ruth Bjørø Birkeland,Univisjon,SEVU,Dub,NRK,,,
6090,Vårt indre liv 3: Depresjon - vår tids folkesykdom,00:28:00,Mon Feb 01 00:00:00 CET 1999,BetacamSP,"Reportasjer om Kirkens SOS depresjon/selvmord, C. Andersen snakker om egne erfaringe, Ulike terapiøvinger, I.Lønning snakker om egne erfaringer, Lysterapi, Molvidson Cafe i Stockholm","Greta Gramstad, Cecilie Andersen, Fred Holsten, Odd E. Havik, Inge Lønning, Nils Retterstøl, Frode Thuen, Kerstin Haug, Cato Jensen, Sonja Mellingen, Jasmin Aasland",Arnt Brandseth/May-Britt Skjelvik,Univisjon,Univisjon/NRK2,Master,NRK,,,
6099,Virtue: Marine Microecology part II,,Fri Feb 12 00:00:00 CET 1999,BetacamSP,Marine microecology part II,Frode Thingstad,Stein Unger Hitland,Univisjon,Virtue,Master,,X Frode,, dvcpro kopi
6106,Prisme,,Wed Sep 01 00:00:00 CEST 1999,BetacamSP60,I Hummels vold Hilde Hummelvold med gjest T.V.Torgersen i studio. sketsjer med innslag av forskjellige personligheter.,"Hilde Hummelvold, Trond Viggo Torgersen",Ruth Bjørø Birkeland,NRK,NRK,Dub,NRK,,,
6107,Prisme,,Mon Jan 01 00:00:00 CET 1996,BetacamSP60,"Kopi av filmen ""Bak7hav""",,Ruth Bjørø Birkeland,NRK,NRK,Dub,NRK,,,
6108,Prisme,,Fri Jan 01 00:00:00 CET 1999,BetacamSP60,"Arkivopptak av ""Spellemannsprisen 1999"" NRK arkiv",,Ruth Bjørø Birkeland,NRK,NRK,Dub,NRK,,,
6128,Vårt indre liv 2: Vår opplevelse av verden.,00:28:00,Mon Feb 01 00:00:00 CET 1999,BetacamSP,"Reportasjer om Persepsjon, kaffe smaking kaffe huset Friele, Fingert ran, Perseptuelt forsvar, Coctailparty effekter, Subliminal persepsjons-forsøk","Stine Vogt, Jonas Gudmestad, Esther Maria Bjørneboe, Herman Friele jr., Roald A. Bjørklund, Espen Johansson, Frøydis Øren, Holger Ursin, Hege Eriksen, Mark Price, Edle Elisabeth Hofsli, Rune Hovden, Egil Leganger, Lena Sørstrømmen, Frode Thuen",Arnt Brandseth/May-Britt Skjelvik,Univisjon,Univisjon/NRK2,Master,NRK,,,
6136,Vårt indre liv 4: Sinnets makt.,00:28:00,Mon Feb 01 00:00:00 CET 1999,BetacamSP,"Reportasjer om Tai Chi/Yi Cheran kurs sinnet skal balansere kroppen, T-searching fingertapping hjernecellenes aktivitet, T.Guldbrandsen forteller om egen erfaring kreftpasient i terapi hos Kaja Finne,  Terapi hos Finne tegning maling visualisering, idrett","Kenneth Hugdahl, Tove B, Gulbrandsen, Kaja Finne, Borrik Shcjødt, Olav Stornes, Benedicte Hetty, Anne Marte Premsgård, Odd Kjørmo, Marianne Pettersen, Stig Bruset, Torill Valdez, Frode Thuen",Arnt Brandseth/May-Britt Skjelvik,Univisjon,Univisjon/NRK2,Master,NRK,,,
6144,Virtue presentation,00:10:00,Thu Jan 28 00:00:00 CET 1999,BetacamSP,"Clips from lectures from fall series, made for VIRTUE Presentation 28.1.99","Sigurd Steffanson, Gunnar Bratbak, Torleiv Lien, Elonor Thompson, Xavier Bonète, Geir Olav Melingen, Len Walstad",Stein Unger Hitland,Univisjon,Virtue,Master,,,,
6149,Prisme 6,00:27:00,Tue Feb 02 00:00:00 CET 1999,BetacamSP,Prisme 6. Dub av master sent til NRK.,"Jon Erik Hagen, Kari Tenfjord,",Ruth Bjørø Birkeland,Univisjon,SEVU,Dub,NRK,,,
6150,SISU 6,,Mon Feb 01 00:00:00 CET 1999,BetacamSP,VB-innslag til SISU program 6 om yrkesretting av allmennfag.,,Ruth Bjørø Birkeland,Univisjon,SEVU,Master,,,,
6153,Vårt indre liv 5: Myten om det ubevisste.,00:28:00,Mon Feb 01 00:00:00 CET 1999,BetacamSP,"Reportasjer om Freud, intervju med Lofthus og Overskeid, dramatisering av drømmer ved Inst. for drømmearbeid, Nevrofysiologisk drømmeforskning UiB, Hva er følelser?, Hypnose for å komme kontakt med det ubevisste","Frode Thuen, Geir Overskeid, Nini Marie Torp, Strephon Kaplan-Williams, Ola Winsvold, Reidun Ursin, Bjørn Wormnes, Lillian Hjertnes.",Arnt Brandseth/May-Britt Skjelvik,Univisjon,Univisjon/NRK2,Master,NRK,,,
6164,Prisme 8,,Tue Feb 23 00:00:00 CET 1999,BetacamSP,"VB-innslag til Prisme 8. språk collage, intervju med S.Rammetveit og datter Ruth om språkutvikling,S.Øvsthus leser høyt fra Helen Kellers selvbiografi, diverse innslag fra Kringlebotnen barneskole.","Sylvi Rammetveit, Ruth Rammetveit, Siv Øvsthus.",Ruth Bjørø Birkeland,Univisjon,SEVU,Master,NRK,,,
6171,Prisme 7,00:27:00,Tue Feb 23 00:00:00 CET 1999,BetacamSP,Prisme 7. Kopi av master sendt til NRK.,"Kari Tenfjord, Jon Erik Hagen.",Ruth Bjørø Birkeland,Univisjon,SEVU,Dub,NRK,,,
6172,Vårt indre liv 6: Hukommelsens mysterier,00:28:00,Mon Feb 01 00:00:00 CET 1999,BetacamSP,"Reportasjer om Dominic O'Brien olympis mester i hukommelse, Hukommelsesmetoder R.Logie, Rotter som har fått operert bort hippocampus NTNU, Drosjesjåfør i London om hvordan han greier kjentmannsprøven, True or False memories-konferanse i Stockh, Bjugnsaken","Dominic O'Brien, Rpbert Logie, Per Andersen, Edvard Moser, May Britt Moser, Philip Clinton, Elisabeth Lofthus, Gisli Gudjonson, Jan Brøgger, Ulf Hammern, Frode Thuen",Arnt Brandseth/May-Britt Skjelvik,Univisjon,Univisjon/NRK2,Master,NRK,,,
6199,Doktorpromosjon,00:44:38,Fri Jan 29 00:00:00 CET 1999,BetacamSP60,Doktorpromosjon i Håkonshallen.,,Stein Unger Hitland,Univisjon,UiB,Master,,,,
6211,Prisme 10,,Thu Apr 01 00:00:00 CEST 1999,BetacamSP,"VB-innslag til Prisme 10. Intervju med Gjert Kristoffersen om ordlæring, dramatisering-fremmedspråklige snakker norsk mann svært sterk dialekt. Kløve underviser på språklabben. H.Sandøy snakker om dialekter.","Helge Sandøy, Gjert Knudsen. Marit Helene Kløve.",Ruth Bjørø Birkeland,Univisjon,SEVU,Master,NRK,,,
6294,Showreel 1999,00:03:00,Wed Sep 01 00:00:00 CEST 1999,BetacamSP,Showreel 1999,,May-Britt Skjelvik,Univisjon,,Master,,,,
A0094,Small is beautiful,,Mon May 22 00:00:00 CEST 2000,DVCPro,Dramatiseringer til Small is beautiful. Språkkurs for studenter.,,Arnt Brandseth,Univisjon,Nordisk Institusjon,Master,,X Frode,,
A0131,Røykeavvenning.,,Sat May 01 00:00:00 CEST 1999,DVCPro,Røykeavvenning. Reykingatilraun A+. Islandsk,,Stein Unger Hitland,Jon Ingjaldson,,Master,,X Frode,,
A0132,Røykeavvenning.,,Sat May 01 00:00:00 CEST 1999,DVCPro,Røykeavvenning. Reykingatilraun B+. Islandsk,,Stein Unger Hitland,Jon Ingjaldson,,Master,,X Frode,,
A0133,Røykeavvenning.,,Sat May 01 00:00:00 CEST 1999,DVCPro,Røykeavvenning. Reykingatilraun C+. Islandsk,,Stein Unger Hitland,Jon Ingjaldson,,Master,,X Frode,,
A0134,Røykeavvenning.,,Sat May 01 00:00:00 CEST 1999,DVCPro,Røykeavvenning. Reykingatilraun D+. Islandsk,,Stein Unger Hitland,Jon Ingjaldson,,Master,,X Frode,,
6330,Tre historier fra Helvete: Nordmenn i tysk nazifangenskap.,,Fri Jun 25 00:00:00 CEST 1999,BetacamSP,Dokumentarfilm om nordmenn i tysk nazifangenskap og nynazisme,"Hallvard Gjerdset, Samuel Steinmann, Henny Lillebo",Arnt Øivind Siem,Univisjon,Univisjon,Master,,,,
4597,Ny student - hva nå,,Wed Feb 15 00:00:00 CET 1995,BetacamSP60,"Universitetet i Bergen, informasjonsavdelingen. ""Ny student - hva nå?"". Opptak i studio B",,,Univisjon,,Master,,,,
5413,Læreplan+,,Fri Jan 31 00:00:00 CET 1997,BetacamSP90,"Læreplan +. Opptak i studio B. ""Fredsprosesse i Midtøsten",,Nils Arne Sæbø,Univisjon,UD ,Master,,,,
5403,Læreplan+,,Fri Feb 14 00:00:00 CET 1997,BetacamSP60,"Læreplan+ Opptak i Studio B. ""Næringsliv og Bistand.""",,Nils Arne Sæbø,Univisjon,UD ,Master,,,,
5265,Læreplan+,,Fri Oct 25 00:00:00 CEST 1996,BetacamSP60,"Læreplan+ Opptak i Studio B. ""Sikkerhetspolitikk i Europa.""",,Nils Arne Sæbø,Univisjon,UD ,Master,,,,
5398,Læreplan+,,Mon Apr 22 00:00:00 CEST 1996,BetacamSP60,"Læreplan+ Opptak i Studio B. ""Handel og Bistand.""",,Nils Arne Sæbø,Univisjon,UD ,Master,,,,
5045,Læreplan+,,,BetacamSP60,"Læreplan+ ""Verdens nye fredsdue"".",,Nils Arne Sæbø,Univisjon,UD ,Master,,,,
4838,NORAD,00:55:00,Thu May 11 00:00:00 CEST 1995,BetacamSP60,"Nornet sending, NORAD ""Bistand eller Samarbeid?""",,,Univisjon,NORAD,Master,,,,
4887,Skolevalg 1995,00:50:00,Fri Sep 08 00:00:00 CEST 1995,BetacamSP60,"Skolevalg 1995, satellittsending fra studio B, NSD og UMS",,Nils Arne Sæbø,Univisjon,,Master,,,,
5183,Læreplan+,,Fri Mar 08 00:00:00 CET 1996,BetacamSP60,"Læreplan+, ""Norsk bistandspolitikk"".",,Nils Arne Sæbø,Univisjon,UD ,Master,,,,
5041,NORAD,,Fri Nov 17 00:00:00 CET 1995,BetacamSP60,"Nornet sending, Satellittsending fra Studio B, ""Kultur og Nasjonsbygging.""",,,Univisjon,NORAD,Master,,,,
5084,,,Fri Jan 26 00:00:00 CET 1996,BetacamSP60,"Satellittsending ""Peace at last?""",,,SEVU/UMS,SEVU,Master,,,,
